"51123","*****Dummy_Data_For_51123*****","77","2022-02-25","498.00"
"51124","*****Dummy_Data_For_51124*****","443","2022-03-30","364.00"
"51125","*****Dummy_Data_For_51125*****","521","2022-04-10","484.50"
"51126","*****Dummy_Data_For_51126*****","59","2022-05-12","388.00"
"51127","*****Dummy_Data_For_51127*****","463","2022-06-22","262.00"
"51128","*****Dummy_Data_For_51128*****","896","2022-07-30","362.00"
"51129","*****Dummy_Data_For_51129*****","970","2022-08-31","341.00"
"51130","*****Dummy_Data_For_51130*****","463","2022-09-30","333.50"
"51131","*****Dummy_Data_For_51131*****","792","2022-10-10","446.50"
"51132","*****Dummy_Data_For_51132*****","150","2022-11-11","283.50"
"51133","*****Dummy_Data_For_51133*****","617","2022-12-25","345.50"
"51134","*****Dummy_Data_For_51134*****","882","2022-01-31","312.00"
"51135","*****Dummy_Data_For_51135*****","611","2022-02-25","277.00"
"51136","*****Dummy_Data_For_51136*****","994","2022-03-30","472.00"
"51137","*****Dummy_Data_For_51137*****","257","2022-04-10","251.00"
"51138","*****Dummy_Data_For_51138*****","962","2022-01-31","303.50"
"51139","*****Dummy_Data_For_51139*****","907","2022-02-25","431.50"
"51140","*****Dummy_Data_For_51140*****","186","2022-03-30","332.50"
"51141","*****Dummy_Data_For_51141*****","229","2022-04-10","363.50"
"51142","*****Dummy_Data_For_51142*****","114","2022-05-12","283.50"
"51143","*****Dummy_Data_For_51143*****","446","2022-06-22","257.50"
"51144","*****Dummy_Data_For_51144*****","295","2022-07-30","455.00"
"51145","*****Dummy_Data_For_51145*****","143","2022-08-31","349.00"
"51146","*****Dummy_Data_For_51146*****","428","2022-09-30","339.50"
"51147","*****Dummy_Data_For_51147*****","528","2022-10-10","476.00"
"51148","*****Dummy_Data_For_51148*****","466","2022-11-11","473.50"
"51149","*****Dummy_Data_For_51149*****","135","2022-12-25","469.00"
"51150","*****Dummy_Data_For_51150*****","886","2022-01-31","413.50"
"51151","*****Dummy_Data_For_51151*****","208","2022-02-25","394.00"
"51152","*****Dummy_Data_For_51152*****","678","2022-03-30","393.50"
"51153","*****Dummy_Data_For_51153*****","575","2022-04-10","267.50"
"51154","*****Dummy_Data_For_51154*****","173","2022-01-31","434.50"
"51155","*****Dummy_Data_For_51155*****","280","2022-02-25","366.00"
"61156","*****Dummy_Data_For_61156*****","381","2022-03-30","373.00"
"61157","*****Dummy_Data_For_61157*****","181","2022-04-10","315.00"
"61158","*****Dummy_Data_For_61158*****","989","2022-05-12","341.00"
"61159","*****Dummy_Data_For_61159*****","15","2022-06-22","357.00"
"61160","*****Dummy_Data_For_61160*****","513","2022-07-30","294.00"
"61161","*****Dummy_Data_For_61161*****","105","2022-08-31","346.50"
"61162","*****Dummy_Data_For_61162*****","574","2022-09-30","371.50"
"61163","*****Dummy_Data_For_61163*****","285","2022-10-10","347.50"
"61164","*****Dummy_Data_For_61164*****","994","2022-11-11","304.50"
"61165","*****Dummy_Data_For_61165*****","987","2022-12-25","334.50"
"61166","*****Dummy_Data_For_61166*****","946","2022-01-31","314.50"
"61167","*****Dummy_Data_For_61167*****","38","2022-02-25","323.50"
"61168","*****Dummy_Data_For_61168*****","735","2022-03-30","367.50"
"61169","*****Dummy_Data_For_61169*****","576","2022-04-10","338.50"
"61170","*****Dummy_Data_For_61170*****","734","2022-01-31","281.50"
"61171","*****Dummy_Data_For_61171*****","152","2022-02-25","302.00"
"61172","*****Dummy_Data_For_61172*****","302","2022-03-30","332.50"
"61173","*****Dummy_Data_For_61173*****","533","2022-04-10","357.00"
"61174","*****Dummy_Data_For_61174*****","989","2022-05-12","262.00"
"61175","*****Dummy_Data_For_61175*****","418","2022-06-22","265.50"
"61176","*****Dummy_Data_For_61176*****","861","2022-07-30","350.00"
"61177","*****Dummy_Data_For_61177*****","496","2022-08-31","307.50"
"61178","*****Dummy_Data_For_61178*****","829","2022-09-30","262.00"
"61179","*****Dummy_Data_For_61179*****","886","2022-10-10","364.00"
"61180","*****Dummy_Data_For_61180*****","190","2022-11-11","313.50"
"61181","*****Dummy_Data_For_61181*****","397","2022-12-25","335.00"
"61182","*****Dummy_Data_For_61182*****","750","2022-01-31","253.00"
"61183","*****Dummy_Data_For_61183*****","251","2022-02-25","261.00"
"61184","*****Dummy_Data_For_61184*****","607","2022-03-30","370.50"
"61185","*****Dummy_Data_For_61185*****","48","2022-04-10","344.50"
"61186","*****Dummy_Data_For_61186*****","43","2022-01-31","287.00"
"61187","*****Dummy_Data_For_61187*****","704","2022-02-25","298.00"
"61188","*****Dummy_Data_For_61188*****","200","2022-03-30","344.00"
"61189","*****Dummy_Data_For_61189*****","59","2022-04-10","367.00"
"61190","*****Dummy_Data_For_61190*****","857","2022-05-12","299.00"
"62101","*****Dummy_Data_For_62101*****","876","2022-06-22","317.50"
"62102","*****Dummy_Data_For_62102*****","872","2022-07-30","332.00"
"62103","*****Dummy_Data_For_62103*****","853","2022-08-31","260.50"
"62104","*****Dummy_Data_For_62104*****","51","2022-09-30","255.50"
"62105","*****Dummy_Data_For_62105*****","13","2022-10-10","283.00"
"62106","*****Dummy_Data_For_62106*****","227","2022-11-11","250.50"
"62107","*****Dummy_Data_For_62107*****","565","2022-12-25","361.50"
"62108","*****Dummy_Data_For_62108*****","177","2022-01-31","330.50"
"62109","*****Dummy_Data_For_62109*****","119","2022-02-25","309.50"
"62110","*****Dummy_Data_For_62110*****","734","2022-03-30","338.00"
"62111","*****Dummy_Data_For_62111*****","681","2022-04-10","262.50"
"62112","*****Dummy_Data_For_62112*****","267","2022-01-31","341.00"
"62113","*****Dummy_Data_For_62113*****","799","2022-02-25","277.00"
"62114","*****Dummy_Data_For_62114*****","679","2022-03-30","351.00"
"62115","*****Dummy_Data_For_62115*****","813","2022-04-10","330.00"
